user,Text
pookeypies7,@RahulGandhiThe Congress won handsomely in Punjab and in Delhi in the past and it's going to happen again!
BackinTheBlu,"@RahulGandhiStill, students and teachers and moviegoers and concertgoers and shoppers and worshippers are having to stand up to gunmen, because Congress won't stand up to the NRA."
sadiesm20755403,"@RahulGandhiChairman of House Judiciary Cmte says @realDonaldrahul gandhi committed a crime in office.  What is Congress going to do?  If Congress won’t perform its constitutional role, then repeal Article I, go home, and quit wasting taxpayer money pretending like you’re serving the public."
larkwick,"@RahulGandhiCongress won Punjab, CH, RAJ, MP"
mathewrexy,@RahulGandhiFor the president to declare a national emergency to pay for a presidential priority when Congress won’t is a direct threat to the congressional powers provided by the Constitution.
ArronSummey,@RahulGandhiCongress won't cross 70 mark.. almost getting certain.
Mike53146436,@RahulGandhiWell some of us can vote. Others will continue to be suppressed when GOP Congress won't pass the latest voter rights bill.
LacosteOliver,"@RahulGandhiCongress won its lowest seats in 2014 and in 2019, it is contesting the fewest seats in it’s history. The party lacks vision and direction. "
Lorabytheshore1,"@RahulGandhiTo mark a stronger democratic system in party, it was decided in meeting of the Election Committee that PPCC will send a complete list of shortlisted candidates for the 13 seats from Punjab to @RahulGandhi for final selection. The aim is to ensure that Congress won in elections."
TousekE,"@RahulGandhiCongress won a massive victory in the Indian provincial elections in 1937, decimating Muslim League &amp; Hindu Mahasabha "
Wayne36875880,@RahulGandhiCongress won't get Muellers findings today.
fife8169,"@RahulGandhiWhen Congress won’t support We the People, then we need the National Emergency!"
RealLastBestHo1,@RahulGandhiIf congress wins any state tomorrow I will send any book of his/her like home delivery free
JudybellesLife,@RahulGandhiHow many states will congress win?
noneofyourbyz,@RahulGandhiHow many seats will #Congress win?
mloar29,@RahulGandhiCongress winning more than 90seats in Punjab. AAP to be distant second while Akal is will come third and BJP may win one or two seats.
ChadStJohn8,@RahulGandhiSituation is such that even if Congress wins I will be happy but please don't give this modi power
TyroneW79180291,@RahulGandhiCongress wins 5 state #AssemblyElections2023
WReginald69,@RahulGandhi2023 assemblyelections Congress win #AssemblyElections2023
miconmike,@RahulGandhiIs congress winning this time?
brooktL,@RahulGandhiSmall Box India Predict Congress winning
charty3026,@RahulGandhiNow Congress winning 4 state out of 5
RestorationHiFi,@RahulGandhiAll the fake propaganda of BJP and it's B teams will be dismantled and busted on 10 th March when Congress wins with flying colors in #AssemblyElections2023
Koolman35090573,@RahulGandhiLet Congress win #AssemblyElections2023 macha!
Appeal2DaStone,"@RahulGandhiConfident of #Congress win in four states, no govt in Uttar Pradesh without us, says Surjewala"
MattMichiel19,@RahulGandhiCongress won all the three Assembly elections
themicrokid,@RahulGandhiAs of now congress lost to bjp in #Manipur … almost every  godi media  starts with Manipur #ExitPoll which means all others are in favour of congress  #ExitPolls #UPElection2022 #AssemblyElections2022 #Congress #IndiaTodayAxisExitPoll
cass_audry,"@RahulGandhiCongress lost three seats by a margin of less than 1,000 votes. It also fell short of the majority mark by four seats. #TOIFacts"
stealth_mann,"@RahulGandhiLokSabha : Despite losing so many times, neither your ego takes a blow nor the ecosystem lets you feel bad about losing, PM Modi says while taking a dig on Congress losing most elections in most states over the years"
RestorationHiFi,@RahulGandhiRacists in Congress lost a major battle 60 years ago today
jennifermaga12,@RahulGandhiCongress lost two wickets in the friendly match with @cpimspeak in Kerala #MahaGathbandhan #CPMTerror
Jesmilia,@RahulGandhiMainBhiChowkidar Congress lost his mind
sagarp77777,@RahulGandhiCongress lost 2014 LS elections for being Corrupt
theIndian1780,@RahulGandhiCongress lost a main plank of this corruption. Rafale was it’s one of the important issues. Now Cong President admitted that he lied on Rafale. It’s a big blow for the future campaigning.
jonezy2dope,@RahulGandhiCongress MLA Bhagvan Barad has been disqualified as an MLA following his conviction in an illegal mining case. This is the third MLA Congress lost in a span of 12 months.
jlbabnatl,@RahulGandhiWith elections barely a month away - has Congress lost the plot?
ljucht,"@RahulGandhiChina has confirmed that not only is Congress losing, but Rahul is getting down too, in this election."
VandyDal,@RahulGandhiCongress started their election campaign for the #AssemblyPolls2022 in Gujarat which has been a BJP fortress for a long.
pownder99,@RahulGandhisupport saffron party or #SAD but not #Congress or #AAP.
Bobby92276752,"@RahulGandhiAssembly Polls 2022: Rajasthan BJP chief vows he won't wear 'safa', skip dinner until Congress is defeated"
jimdecourcy,"@RahulGandhiAAP to 'think about alliance' with Congress if their MLAs don't join BJP, says Kejriwal"
HoneyJ30292314,"@RahulGandhiWhen they ask what has been done in 70 years, they do not insult Congress but our farmers and labourers: #RahulGandhi on #BJP"
MarkSMundyIND,@RahulGandhi#GodiMedia #CongressParty
PainFreeLove,@RahulGandhi#congress wins
LewisBrandon239,@RahulGandhi#congress wins
Lolsonrealtor,@RahulGandhi#congress wins
yana_yudich,@RahulGandhi#lokcongress
elvincan2,@RahulGandhiCongress president
Complete_Dallas,"@RahulGandhisaid they will work with each other and fight the upcoming polls together, according to party MLAs"
ddk1,"@RahulGandhiEventually the Congress Party will be left with frustrated deposit losers screaming and heckling other panelists on TV debates, due to relentless moral victories."
PhillyRepub1,@RahulGandhiHas Congress lost the Goa plot?
Erunner110,"@RahulGandhi Since 2017, the Congress lost 15 of its 17 MLAs to defections. While the party’s election campaign gathered steam since Dec, 2021, the Congress is still seeking to redeem itself after its detractors branded it a “sinking ship”."
HeyLady1776,@RahulGandhiCongress candidates on whether he would defect if the Congress loses elections.
J_K_Oh,@RahulGandhiPoll of Exit polls predicts #BJP &amp; #Congress winning
gjrissky,@RahulGandhiBlack Day for Indian democracy if Congress wins
RobertNardone06,"@RahulGandhiCongress won 17 seats in Goa 2017, now only 2 MLAs left in party. What's the point of voting them ?
BJP's ideology is simple """"if you cannot win them, buy them !"
TexasBr64310863,@RahulGandhi#VoteForCongress
thedemureshark,@RahulGandhi#VoteForCongress
Tammihazard2,@RahulGandhi#VoteForCongress
joelhthornton,@RahulGandhi#VoteForCongress
fishhunt247365,@RahulGandhiBJP confident of retaining power; Congress too hopeful of favourable verdict
Kadanial1,"@RahulGandhiThe ruling #BJP has fielded candidates in all the 60 seats, #Congress 53, #NPP &amp; #JDU in 38 seats each, #NPF in 10 seats, RPI (A) &amp; #ShivSena in 9 each, #NCP in 8 seats, 30 independent 
"
Boxer751,@RahulGandhi#AaRahiHaiCongress
mtbiker6975,@RahulGandhiCongress sends central observers ahead of results
authentically45,@RahulGandhiCongress in still hope to form the government
Count_Rollins,@RahulGandhi#Congress should start to take control over their people
jr_pettaman,"@RahulGandhiCongress may win 12 to 16 seats, according to the ABP-C-Voter Exit Poll."
crel2112,@RahulGandhiCongress was projected to emerge as a distant second with victory in 12-17 seats
NOTASERF_VASSAL,@RahulGandhiCongress may retain power shows Ground Zero Research
Lucycar96695897,@RahulGandhiINDIA TODAY - AXIS exit poll predicts BJP's thumping win in Manipur. The party is likely to get 33-43 seats with 41% vote share. Congress to get just 4-8 seats with 18% votes
sandeep9285,@RahulGandhiStrong hold for congress in Goa and Manipur
EllDevon,@RahulGandhiCongress claims 2 BJP workers tried to run away with the EVM
Therealtdavis,"@RahulGandhiThis time (Congress is winning), minimum 20 seats, may cross 20 also,"""" says Congress leader and former Chief Minister Okram Ibobi Singh."
LeliaIND1,@RahulGandhifascinating contest there with congress MLA joining JDU before polls.
BillyJoeOwens,"@RahulGandhi#Congress will move the SC against the Election Commission's decision on the Manipur govt releasing funds for banned militant groups under a ceasefire agreement, Jairam Ramesh said."
MikeGil6246,@RahulGandhi#voteforcongress
mdjohnson9,@RahulGandhi#laklaganiCongress
ytkkaku4816pas1,@RahulGandhiVote Congress for a developed and  harmonious country
JeanMinistries,@RahulGandhiFor Progress  - Vote For Congress
LagoMaggorie,"@RahulGandhiChoose Progress, Vote Congress"
debiegijoe,@RahulGandhi#Congress Focused On Looting
MD_STAT,"@RahulGandhiIn 2017, Congress emerged as the single largest party in the state but was unable to form the government"
asjlive,@RahulGandhi#Congress has demanded repolling in some seats
chachmalone,@RahulGandhiRepolling in how many seats did #Congress asked for in #WestBengal happened during Assembly elections due to voilence?
sacred_horse,@RahulGandhi#Congress has alleged that ruling #BJP has paid huge sums of money to #militant outfits to retain power in the state.
CynthiaLaw6,@RahulGandhiCongress will win
michell4rahul gandhi20,@RahulGandhivote for congress save country
karmannptny,"@RahulGandhiCriticizing the #Congress government #Amit Shah said it had ruled the state for 15 years but did nothing for the welfare of the people. """"Only 5% of households got tap water connections all these years."
Bobbydino21,"@RahulGandhiPrime Minister Narendra Modi on Tuesday accused the Congress of """"nurturing and encouraging militancy"
Demcytheater,"@RahulGandhi#Congress did not work for #Development of state, encouraged separatism, says PM #NarendraModi"
HeyLady1776,@RahulGandhiCongress party focused on looting
theVerbalghost,@RahulGandhiCongress party did not work for the development
diazrr4,@RahulGandhiCongress expels candidate in Manipur for supporting BJP
onilee53,@RahulGandhi#Congress terrorism
BillyJoeOwens,@RahulGandhiCongress will never be the alternative.
mariawelter6,@RahulGandhiThe Commie-Congress feminists will never speak for Manipuri women.
GoRejoicing,@RahulGandhiJai congress Tay Congress
GuyBeaumont,@RahulGandhiVote for double Engine Govt
IvoryMosley,@RahulGandhi#VoteForCongress
SharoninOkie,@RahulGandhivote for congress save country
SXY247,@RahulGandhiHigh stakes for both the Congress &amp; the ruling BJP
chachacha3869,@RahulGandhiVote for progress Vote for congress
Dogg_dad80,@RahulGandhivote for Congress #boycott_bjp
sherry1138,@RahulGandhiDon't forget that Congress has already sold one of their candidates to the BJP
SPTCO83,@RahulGandhiVote for Congress
Hafforr,@RahulGandhi#voteforcongress
ZibaLady1,@RahulGandhiVote #Congress and if you want a Liar Govt.
unclezgolf,@RahulGandhi#Vote4Congress
12GASHOTGUN,@RahulGandhiCongress party will make sure that irrigation water available for farmers as required to make sure farmers not face any issue in farming.
xierh5,@RahulGandhiWe hope that Congress will definitely revive in this election @rahulgandhi
GentlemenToxic,@RahulGandhiLET'S BRING CONGRESS BACK! @rahulgandhi
